Palavra-chave,Título,Empresa,Localização,Tipo de trabalho,Link
DevOps Engineer,"PL Desenvolvimento Front-end (React.js e Next.js.)
PL Desenvolvimento Front-end (React.js e Next.js.) with verification",ília,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314564151/?eBP=BUDGET_EXHAUSTED_JOB&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=I3jhJEFCDDoEJJkUfCgYiw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Mid-level Backend Engineer (Remote) - Brazil
Mid-level Backend Engineer (Remote) - Brazil with verification",AlphaSights,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4294828887/?eBP=CwEAAAGZ6Yc2w1zIWPwxxLOKedtJbN5vgiYPt2hLdqN_EaHeOeVCMhwPtUDVa0U0GELnBxdcIc41EFD5t9GMg7gUiuo5qbebxHwtuAr067KqJ3akkz-Y58Wt_aoBTEux312FcMHvExCbkUx8gXQGeC0EwNG-yDtQ2iQ4hKds-uHY1TozFy0M-D4ZdwE5PsDKsvfoS9zTBE3U_yJojeq5fjaorBwmKSLggw1ub6tYmCjcFeHdjlBPctFvaQPyG9iXq7flDZoaBLGl16co1RbD8eQb6oOv0MApA1md97oAKcP89c9jzhKMdhFV39-8q-cq91YTrTXQ1u1iJ7oAIPer-CLQAHxrTbFbRRgqQBDlEcC8mRUK83bwLhzuWg1VujpipFYh97tIs8rYZbdLmx45WeoKsjz_Vgy1obpnOxL9c_hXt8tXs9Cc9iLQyR1hZShzc-1ST1Qc7sXbs8Pf-7B2eL6g-jOACjGLrEvngTifWkwbYjNPDB6NWarV5BskaMMj5lL3R5p4x1U0kJiWuO4kanmn&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=H6afh3U5m8NvGtqavtq9Bg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"GHL - Automation Specialist
GHL - Automation Specialist",Remote Latinos,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312230483/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=UVv205VMbEEAf2Dvxw0KBw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Profissional Full Stack Java/ React - PL
Profissional Full Stack Java/ React - PL with verification",BRQ Digital Solutions,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312206461/?eBP=BUDGET_EXHAUSTED_JOB&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=FYahf6tgSskuQUqicaJKLQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Desenvolvedor(a) .NET - Sênior
Desenvolvedor(a) .NET - Sênior with verification",Framework Digital,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312335011/?eBP=BUDGET_EXHAUSTED_JOB&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=XeryIDffnzZdPfmRg5Qecw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Developer (Mobile / AI-Enabled Workflow)
Software Developer (Mobile / AI-Enabled Workflow)",Earned Media Productions,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4308621442/?eBP=BUDGET_EXHAUSTED_JOB&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=ZYKHE6HOFeafTS%2BczDYp6w%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Data Engineer
Senior Data Engineer",BEES Brasil,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312163691/?eBP=CwEAAAGZ6Yc2xEpe2y_nQtdBQhBufGDAZ6MKR7stGyUV_Hr17VFiOdpbvQ1T0br2tduD5zZaQobfHTAt2CkRNvlesidVotmwACS48AX8g_oLgVGbyPj5oK2-C739SwwSuT8HT4b0FakGzcWl3gUe_EWh48wDJ9r0G4uauokHqdEjnPlNo6EiLjFgK_byUMT7xkvANJvVQOByG5FCxWh_jDRThJLBi3Mn9u8FBikKkMCATaQJHwEe7F5MUJIZdgyd9oiyfwIG3x6Htnvb6Ic1rMnxOMt28FCCbO-shQ9xdn803VHDkou8eEOYeyKKvVjRD6PHX595vj518YYaLZY7GDtvryi1R1H020ADUCrvL4vhgknGBaTA3cxRVvH2KOlr7_lVXFjUvsKCsqY2yt8BsePR9fwOysmXLlwLCE0C2tGWQTF1MvL767bgCB03ODqScWu6HtYQdKrvccO90Col3LTmsBfexA-zwW6j0pO5ycQ&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=o2caROiJu0C1svgWR6jSCQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Profissional engenheiro a devops sysadmin pleno senior remoto
Profissional engenheiro a devops sysadmin pleno senior remoto",Netvagas,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312322493/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=3%2B9GZ8BD2sx94knD%2FCwWzA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Sr. Software Engineer II (Remote - Latam)
Sr. Software Engineer II (Remote - Latam)",Jobgether,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309953303/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=ojuws0Ig%2FTnayTcFXsT34g%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"💼 Banco de Talentos - Pessoa Desenvolvedora Back-end
💼 Banco de Talentos - Pessoa Desenvolvedora Back-end with verification",Zallpy Digital,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4274374801/?eBP=CwEAAAGZ6Yc2xKpIHnnQJBlRmUpLGsP-IjA2mDujNNpyVsE1SnmaBYy4aClYFd5QBHqbWle1sOoTB_jJHs8EG5qUbWtbCwnq8FjFFDplBfI2La2Qdo2QEg9LRdTSEDCbEVOn1z0lGwv5Ir6FCKxGOYNEtUt5SIrYkRczkpZPFRXjmbP_91_j85zBQC1IYBqXRxXvSVGL8jbigekP-a4Hpsvb8YZom_mmWhkfG0Hxm0kN5ne5XZFYtg521Xi28411lNq7DPhF203EkXqbu5qwS_qIX4Y1iuQ4NtAPknIajONGm3Q8tOD-oFOpX3YltWqupRJoALPPhSSHzuPoHfdBNbTFc7Nx7rnO7RZR5L6VB1wY1TIMgC_FSHetZPCmonMq600Hy8DwrKKHSVBAqccn8h4uXwDJ2FptKGBLWeXS1Rb81tUcnhFBEcOjV5tJ_Svb5dcwg7c6Yu_68DfWdnDbyzb_-k_LJEBICuI9N5vFjBMuWfJipwNz-bO4SJ9Z7OSxyFI-e4wLk6b-UOAsJNCMNGj-&refId=8TXSED%2BuUGIOcioevNZ5Hg%3D%3D&trackingId=rr%2BRvgAhaUI7ITBzBrmMUg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Join our Devops Engineer Talent Pool!
Join our Devops Engineer Talent Pool! with verification",Launchpad Technologies Inc.,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311116364/?eBP=CwEAAAGZ6Yd_6TywpubdB3yycfqoCE4ZLZ7cdZA2MaL34x3dfy96aWwRcFE1P8eE3HLLdGt4nG_W_Lk1KTgZqFx30EyOE4VfLv-0uK1AYI9XE9dss_cSO6DO7uGNH1HGYMv3F0nhcca73sR6PtReXTicRgmWKZK-dTTqCX9tCUz2S9FCBDrUTJ_n-stnHCSEF2jBbibDl19G_vCrC5UjzaJHAgIeymqrOGW-aoK70DSXsABVjZzhPCso7VA-Y10rrfERpTxaiMIuZLCMevuHYLgyTS9Rz-u8MtDOkXHYtdRPO2K7k82dGBVPu2cc3avZvnklS47aXABkUad0Upd03Jsedp0Hhj1LZcYcg6xt1AVPUs6szKhJgdftxGt6fKGYdzY7UoVKjegb5as5dwIkm7kim6ttaLKCu-3SoALRcvaQdkVVPYMETuTsqt2bpmvkK9ZGafcbvDAVdflEfrKqM4qPWPqZmKpiXAUyFheSnmvsnukGMEAGeX997pKrDwHVUqIQIxpSZahy3A&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=AYwYyMljp1G17Pu1h4hbzw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Full Stack Engineer (Relocation to Portugal)
Full Stack Engineer (Relocation to Portugal)",AFFINITY,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4277224380/?eBP=CwEAAAGZ6Yd_6e5UcKG6900DxrV5PZ9JuEGIZ9XyaygY2YMRcaqC_z3cSCvN1bDWMZSnB2tFYRJigBSFEuQfUlwZPTlnNKuE4nq0FPo3ev_7p6RlAvDT-Ow0Z9DXncyeRY1Wm6nIvEimWaXMUP4zz4YfUqMSbED8Utc8N3k5aGV7cK70n2rqYggadnsQHRenn8GFzGTB-DR3m9ohyqgVJKAmyE7mDJ0FQ53VAVrj5XvchhxrfKDnvhgi5b_dfV0RJvzo1F-xJvFVMtKeMdcn6XleX_i2mhe4hVs1rs-Qbe4aLWJTvXl75JUAqO1Y3Binj4xsj1X0K79acoVSC3mwNyGYGp3d5wm5Fe0Ezss8ZXop7Nc6un_WAVbO2h0jDscpCYbVVUKHDcybbh947hFVBkAQA5rjyg71ghT2fOxKInDuFjqiBhLKIHaIJxHjjOA5V6I8CQqFZ8pdZcCXwMZ3O-XwRyeYg0wdos_pQkjGNUrJSWSGZucVuYwkucZAxOoyU_-pO2RDBkI8hg&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=EFP8QL%2FdrtqfBMpdzSMe5w%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"BTP Integration Suite Platform Engineer
BTP Integration Suite Platform Engineer with verification",Mondelēz International,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304401222/?eBP=CwEAAAGZ6Yd_6Xn5ZreowIeDkKEFHKe7cFq193SlpFHo4htnC9HrSzRER8dqiosKYJVed_9V8i4S_n7_abCiKAq2ESmBP51yhMzHXb41shCh5KBEFGKs6qHPTFsXc0TE6B7dL1hqNT5PgnbQSI28ZaKdGfreuUWoQpSYa6cbO8qVUd86gwmocpEH_-tFQF-lsN8Pmtu2Vzo2FOwcP_nip8Bc1mc7EFpMeSyRxRZ_PXCimyF9Qy_wnnIwB6mjFAw4WQg7kMd9_simYmWBonJ9XJsKen2ZATRJBRgHoI3GX8ZvDqXtZjk61-xmzZpW6UakGiCI4UIFyz4wmJZRrahtS25qlgzvx7_HDGEG07YoYl_IsK_o-3jjkMvgE_USpARTAp-wS74Pk5-f5GSxNCEKY63v8UpXmCUnl57Y-MqzHVTQTQooWT35L37G5nOtZvDBLw5taSjk5zkh6U3f6fb6wYoME17SgytS8OzDjNei8RglRYDYBALtf7e9No9fXu7ef66CyqCUp30&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=WIDbdn41%2B3B8G6liUXbWXw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Data Engineer
Data Engineer",PartnerOne,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312316362/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=DpLtRQEEVLou2%2Fk2jtzavw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Fullstack Engineer (React)
Senior Fullstack Engineer (React) with verification",Avenue Code,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4291001816/?eBP=CwEAAAGZ6Yd_6eT8cSpnh9hfWfSJlFLRVSFvqQvTtb9uTEJZlgMusxVFc4jB4BJ98LuNIah3s9ASsXAWJXxAmPsdeTzV-YqCLNNkxMB4k6weXcVK81zcKsJQdxJ2gt5Ic8nfi3vn3m9f53HN3EXMO8XyQ9y-6_j2NceHXUhOmpOloRWF-PRdGNyJh82Lx2LS4HFrOgAdznZfRSh39FhfQmxpq5gV_vw_qSw2GGyRzHyU_FniZmZY8DdJ6_humLFmFh64KHKUGiP0X4g8Iqh48Cv-09XIjoRRBUjUOzEgVM60hTPKWCuEDrrdC4wse66SNACmfi8eBHkk-s-_44p2UE-LQL_o52lwlTBQY8Ig6BNyeNRytXj1TPrrKndyaYRlYAg1x7rubChz-zKKLMCblrRiOcq4l_1FfBZYZ0PSW6wkOi-ZMOOxoSb1Dcspz3KlkA-f8llsAXQ9lqiufJnqr0SBIGjvGYDXKTD0TQ&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=Jnbg7FRME%2B4WCm0EQROxpQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Wordpress Developer
Wordpress Developer with verification",Sigma Software Group,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4313275579/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=mh3MF94DE8%2FaXwoIsnTLiQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Salesforce Engineer (Remote - South America)
Senior Salesforce Engineer (Remote - South America)",Greenbox Capital,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4285059118/?eBP=CwEAAAGZ6Yd_6qSN6pQxscEbrPFBcjjfqx2I7VjDLpZPCzsNv-zcXZjvBPXhjcksaQH9eDoBezpjX0T7cn_TFOuokHymUGWh_VUublHQTvQ0a5huWkmz-rwhENyxhQmSLEi3nv-P5GklswIQ7p5jIFj9Jx9aQuYJhA1pV6MLr0gdXrZzaO9-GB8bTNQGOi15aO_k6J-JSA0euFxNYFOO3LrvwTmFouuit_SCkn2pvFPDqm2vZDn74uDNLQpzdU68KQjigNALpzb0Suj0JZ8Yf2S7QvKN5KWigfeDF50LQWWlGlNve03UAomwAod_P7bAC2DI9Nl6ZFK9U685gwkjdierA11Fr03OVJPN_PikQGei4y-4XPcRs1hNzv1hQcKcDDSRPQDYr915gGBj6dqQO42GGWTG1-UlpT0ZGNTtQMNsLQm7DYwggXfd9zv3WAMVQeBq4TpE-BKHoeU3Dk9dPaRDaoFj7ttINhrfLWZRX_WnNVrC83oRe7kSIAxlfUmYv79CppTGPoJnhg&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=tzSSwYKg1pBS%2FZMXMh%2FQMg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Desenvolvedora Back-end Pleno - Vaga Afirmativa Para Mulheres
Desenvolvedora Back-end Pleno - Vaga Afirmativa Para Mulheres",Caju,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311964125/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=Jx5N6Dig0XvPyUUnLrhe1Q%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Especialista em Engenharia de Software (Inpay)
Especialista em Engenharia de Software (Inpay) with verification",Nomad,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311993769/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=%2FrMIerRY9mtPFKpr8yMR7Q%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior Software Engineer (PHP)
Senior Software Engineer (PHP) with verification",PicPay,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4296609039/?eBP=BUDGET_EXHAUSTED_JOB&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=lZ0oAoHgaoC%2Bj1ys6vSq5A%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Developer Salesforce Marketing Cloud Pleno, Brasil
Developer Salesforce Marketing Cloud Pleno, Brasil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4271019452/?eBP=BUDGET_EXHAUSTED_JOB&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=1Pnwikc1Rub9ToJpYyFrrQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Desenvolvedor .NET AWS PL/SR
Desenvolvedor .NET AWS PL/SR with verification",Stefanini Brasil,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310462588/?eBP=CwEAAAGZ6Yd_6smtAvTqxIpwLQ_SfIq6Mc_JD8sk3nfxcsVm-rTrWYNlzstFlNYs8Qc_X5ACTSznkD4xzzaXHkyes_aL0slVo4zoujkJU6kZgmPzBn7MKi_H-g2Itc_7E91cHP0AglHyXU38SPHA8ATBWw1vWFvBkq7CYggnJtcHugeFtgLgrBzrG69k3CrTnVV84lFxxqvGd8dCmCdrFRsSlRE-Z6l-Jfd4b5yZLHCCQlpE0jKK8L8fhi67N7-yKBhMTmI07MlNVT2HJsBfWZDAICXlchK-XrpPbHtL6nXfzLMc86gBfhi47K_Me5C_4-xdZA98W0cpQxaptxENu0NDZ9LnPCZVD14e5wF9kQ4ksOIK3pSknvGTDMKOahefpFXBUOpr07p1pJoXJxxuIm8euL9B1Z8SAV06dXgK7X7zzdicO0p3i51DTqPuZHCVFY2UteFCyuLThJdT0TIbiwI5_erHzArUhbLtiFBO10Y&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=IawJdlCwcKh7I97w6%2FI3kg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Java Developer - Remote
Java Developer - Remote",INDI Staffing Services,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314667233/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=9g9jMSSwfY8quyr6b%2F90yg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Lead Engineer, Agentic AI Platform
Lead Engineer, Agentic AI Platform with verification",Motorola Solutions,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310967545/?eBP=CwEAAAGZ6Yd_6qBr9P0uNZCm1ZZPF3iUgO_X3MxaidZi0tp1tU8YeZS3QsM7PIPTHEeVFUv4Bc4irX1Wm2HrBHFWbJXQibFAKwn8qpJwuZHrSfgkHU3BUMDqhgDFrEtuIRqbm69Vvg8YgVSgOFkbJZmmrDxqUwddDi8iCz6-6V6oWA3u-aar9b7m0TI2tGzhff74L1NKh52v_9Sr1RSemxDhR8Nv_H5AL62z3Dkg18czkPU1xKwb9kOMjmnTAyNChpKMeAk3CgvE5v6KqSOcBUka36_ycBrLVJ6CD-4O6rPm0xpzrBZByqfAYmgx8vP_RSDFTHzEVjrCt3rvCrFwFSh0PMRmLgKzHjJ9nWxg2yAWCL5y2n51LWp07yqhraNIMrbJFQ-V81VuX-ilSQspe14zRKcAQuIeCJYc1DlvRax4oqI0zJbginVKgQvFTRTI2dTjT7POwuBtKUkXo_UMNUWS2Wj6Fmhe5WMmSUaVVgUE9ehyQjcQn5uiStsxWRPQfOONV1wpenbFmuQ6Rgs&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=TGkurYOZFtF%2BJ9F%2FhG7lig%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"TESTADOR JR (100% REMOTO) - RHA5127
TESTADOR JR (100% REMOTO) - RHA5127",Spread Tecnologia,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312894745/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=TA5V%2FQQwFOzgPJUsXn0YcA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Engenheiro de Dados Especialista
Engenheiro de Dados Especialista",Vitrio,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312258943/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=kMbSBXIh%2F1OQpCMpKE4ULg%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Pessoa analista devops cloud engineer pleno
Pessoa analista devops cloud engineer pleno",Netvagas,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312331125/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=yj0e9vwdXRMnKaUsAFbExA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Engineer III GO
Software Engineer III GO with verification",Stone,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4307567296/?eBP=BUDGET_EXHAUSTED_JOB&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=BEtwfrRgNZhJVd%2FyGtIWwQ%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Staff Backend Software Engineer (Vaga afirmativa para Mulheres)
Staff Backend Software Engineer (Vaga afirmativa para Mulheres) with verification",iFood,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304460341/?eBP=CwEAAAGZ6Yd_6jXetKXaZeCVFtToe1kDG_zFzrchfQblM5ZHiNpss8dvF8Wa68rAY9Y1Jz_s3kN-E9pAA5o9Mt5RBZ_fhxMZeuDJa9Ictjv8pGzJ6MvvONo-5b-G-Tsdwg1ktqUYjKNxRgV2z9n3DXShGB6WwhedRx3p-Wy0O1RulG5Ssto8X3hJFSdc_tZGumbb8hdWMl6BqU4PVBlQ5AtznKQPrMEcagyxFvomu9omM7Y4U9dBhP_rQLt-wDNMYKqHsIu-9Nypxt6WKpm7lwKs31SwiLi4a6I_yndUdUp957jDVtxAOZxq4sg3Jn7AwXu_E7odcLrwtL0KIKbIORSlcQJyGnS4cUFZUKC309ovpGVlorB_lAgrdxcaIgYFBH_tjX_xSZSDfgZVtHVVaGoUvOEuzPKeYdZIeOBkrg63CfbnWUezj0V37ivxf7nELwSD5Tsf9owvWrTzoNj7CoofRuErqulm_p-mTxrq77JSK-FqDMCLsvsuc466oF6s0Rax-cgXWw9-yA&refId=flYeODTtwEj7k4rlJ908pA%3D%3D&trackingId=If6qmXBtIR2%2FKA9rLxd1AA%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Senior DevOps Engineer (Azure), Brazil
Senior DevOps Engineer (Azure), Brazil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4284502712/?eBP=CwEAAAGZ6YfKh-7MZfcavjg6UuSaApmVRem55IOA59A8O1PYexuoAV0o0yvgAtCc9y664CbHojROFztAqANEZ8D5JSVcg_FzHl4B8CIbI2HYootX0q92xdu_9rugaPbV-kSt6xY4BSN2lofoRbGR3R583Tmyb3B1wBIk_nvufs4vQ06qUePEuXS8EpiSveZuIm96n-pzFWGbEDUVvqTNCf6tHPNC1WAz4bDgxU8cJmNWvKjXscyNn3ipcnz8oe_rYNev8wzTHAaUrN0jdiBppmNQQ3476qOFWKAJJyoT7SJoKofqR-cDwu-hDqwk30UmALa-r10VselujkdJsD4G3uat5SBsR6T5IfRzZFXoMXlFjg7VaRyUwcftgCBwzIcKPLff5NkdyPUrgrfWXBSW7fugaJtkbSVN4o8raKfC4-vGV4U9aKPwMIZPeOa6EJnEHkF6tr_0cIECcVdh35fhPNqHhhFzxputFxPfmVvPaZ8y8U5bmn0CBFdYjlmB52NlsAoCqcqZQDQ&refId=%2BDVixq8xcYVjfVtan5L9dA%3D%3D&trackingId=2l0w6OKUtNiy7bMP29qhMw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Lead Cloud Engineer (GCP)
Lead Cloud Engineer (GCP) with verification",EPAM Systems,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4289643474/?eBP=CwEAAAGZ6YfKh3DmI3ixykKBsLiWRwgidH6nGmOy2TFRr7i25VV5A6r8OeNb4tfugAJBwNMZPlduUZ6Yl7OA01-V8FEyA54FjQ5VZ96LGOEVP3E5bsMaVBMZFQliJwfvPEDpmneBlphpSrklHpPO_PcGTAJlT9KbeU0JVHjplDgUDLldnUiLhc5hrQVhVhAsLh8VwflSNpiDbbczkmbuMI0KLSaqegVCscBepZ7e52eIEifpXD_jO77qJlriTZIX0gbw_LsmwNNSca5Aa0VPkVOYiFSh2JnLmTCkwG7UKED8qdmxkFgbw9IjvX_GeVdjBIB20EY3xc1R8FWDSkhxQJ5lvgItcywBUAQtd6QSLpi4abT23ySJRyyxhlz3DZqsV7GdqZk7o8Rs9qfAMaA5vpTzIppsflnM9bNSNn87zGnzBgEmyGmY0mjXEZ6Tgq0ig1sI5RsOFSe1oIGNEou33XxLvfmbpkgv1XIPYY34bB99gU72yqBKYbZfFEqu0Thpvb5QXOIAaUs&refId=%2BDVixq8xcYVjfVtan5L9dA%3D%3D&trackingId=qUplWeUS6JCwFcAaCx%2BVhw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Software Development Engineer, Cloud/Data, eero
Software Development Engineer, Cloud/Data, eero with verification",Amazon,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4264701399/?eBP=CwEAAAGZ6YfKh1v2MpqtEG1OgUXYGGcBPd4m7nvR97ppkN-EC_oKQBKYVFULPmHLQFXvvug2-UxQA_wKV7zKgLXqPb8V5hmK-P3sHeGzcrZplyB5EJKXuVupeoUTuZEOGrNNF6MH5_z2Zb7l69pHOBEIHMPqYkR6gmJX9asqCFB_XWjbnQxzf82aaVN-ZV8hca_CgiKwvrd-sXWlXTJCDX5TiIxAvAnHRIlMK93aTgitZyEwNDGZ9bNCs7HUdk6rNWp3SdgIGxAlrLHRB-5FTQu2DDFN5r1W0pCqse1vsGz-0nbHB1bbqT1Fs-VttpSUYcPojO_XcmwcvG_a6bhGj0Z6woRLh6ISvJHY0spTO8GQoO3yq_RYfvU22IQ1_2-_mflM7UQBHvkQeMVjZSgxt6hNsu6vOiRQwajOrowCVVq9LR4jg_wXu_Ghe-6VUwOfYUdviEan5A1mVP5bKxzHcCXYdBkRmZUESNrxEcBnJ7oeagcCSjDeVPi2BbzazgwFf1e-HPkWTsg&refId=%2BDVixq8xcYVjfVtan5L9dA%3D%3D&trackingId=0DONeukxzpPqqp7LK48Isw%3D%3D&trk=flagship3_search_srp_jobs
DevOps Engineer,"Principal Distributed System Engineer
Principal Distributed System Engineer with verification",EPAM Systems,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4289638503/?eBP=CwEAAAGZ6YfKhyviNhiv_qTw32PMiosAnHHGf7IquuzK70GKFRi1wCtpR_TB5NAjoHzAixTX91g83AOFAYR_x7-Kph7uRkLbJXQApR7sJ7_qdF9kZfvi7O4JXqcKPOn0BsvpJHA7cZx95-HupA-4up5OGePTishQFpW5v2oHGCUVwoDnTSQ75_-UOuyFshHdZFn2GMJ0GFu55kA-BFXorpFgEp4XTLzwdrMUuwTzZ3b3LmpLCflTNv0-lT_oPH7nAUBWtoGkNXjbb5vl7pKxElspXnGcdFDtMRphdDxRf50NgBhUeGe3SFq8ap2mXNTpHID2l3OqRcstgz1DYH9YpWGySyZIN1XJwTXE-hRAMO06WyB22tZxQPJ3UWyGwnHYgHY20WSBMwSE-R72O3YY6aty5iieQFn5EUUiSrVOdfKpePFTmlN-GQv6Lz7_6aFEoJJ8HdpcSVZkgVnQsNvBmGR9ACuL2NeYj2I2vZjscO7e2-qGVWRQByPOwVsAx0bfg7Q5Tffl4tJVTCHR&refId=%2BDVixq8xcYVjfVtan5L9dA%3D%3D&trackingId=Ph9alGFI2zPT6E4pOnt70Q%3D%3D&trk=flagship3_search_srp_jobs
